CSC101,CSC102,CSC103,CSC104,Year 1,Year 2,Year 3,Year 4
60,68,36,54.67,3,3.4,1.8,2.73
49,98,82,76.33,2.45,4.9,4.1,3.82
44,75,78,65.67,2.2,3.75,3.9,3.28
68,17,92,59.00,3.4,0.85,4.6,2.95
50,81,44,58.33,2.5,4.05,2.2,2.92
51,33,98,60.67,2.55,1.65,4.9,3.03
91,25,83,66.33,4.55,1.25,4.15,3.32
97,71,28,65.33,4.85,3.55,1.4,3.27
100,76,65,80.33,5,3.8,3.25,4.02
70,88,22,60.00,3.5,4.4,1.1,3.00
92,87,90,89.67,4.6,4.35,4.5,4.48
43,72,78,64.33,2.15,3.6,3.9,3.22
50,95,15,53.33,2.5,4.75,0.75,2.67
63,67,38,56.00,3.15,3.35,1.9,2.80
43,32,85,53.33,2.15,1.6,4.25,2.67
43,28,74,48.33,2.15,1.4,3.7,2.42
37,40,55,44.00,1.85,2,2.75,2.20
23,58,93,58.00,1.15,2.9,4.65,2.90
53,16,39,36.00,2.65,0.8,1.95,1.80
38,96,25,53.00,1.9,4.8,1.25,2.65
53,75,60,62.67,2.65,3.75,3,3.13
47,85,29,53.67,2.35,4.25,1.45,2.68
46,91,42,59.67,2.3,4.55,2.1,2.98
71,91,21,61.00,3.55,4.55,1.05,3.05
97,90,22,69.67,4.85,4.5,1.1,3.48
83,35,82,66.67,4.15,1.75,4.1,3.33
30,68,62,53.33,1.5,3.4,3.1,2.67
90,15,90,65.00,4.5,0.75,4.5,3.25
22,78,43,47.67,1.1,3.9,2.15,2.38
69,94,45,69.33,3.45,4.7,2.25,3.47
61,41,37,46.33,3.05,2.05,1.85,2.32
81,32,48,53.67,4.05,1.6,2.4,2.68
81,42,86,69.67,4.05,2.1,4.3,3.48
86,31,37,51.33,4.3,1.55,1.85,2.57
72,89,85,82.00,3.6,4.45,4.25,4.10
100,68,21,63.00,5,3.4,1.05,3.15
97,93,86,92.00,4.85,4.65,4.3,4.60
95,45,94,78.00,4.75,2.25,4.7,3.90
77,34,29,46.67,3.85,1.7,1.45,2.33
47,26,84,52.33,2.35,1.3,4.2,2.62
79,51,59,63.00,3.95,2.55,2.95,3.15
43,32,88,54.33,2.15,1.6,4.4,2.72
47,64,90,67.00,2.35,3.2,4.5,3.35
30,43,92,55.00,1.5,2.15,4.6,2.75
41,28,29,32.67,2.05,1.4,1.45,1.63
70,71,29,56.67,3.5,3.55,1.45,2.83
40,29,35,34.67,2,1.45,1.75,1.73
78,16,96,63.33,3.9,0.8,4.8,3.17
57,65,73,65.00,2.85,3.25,3.65,3.25
45,100,21,55.33,2.25,5,1.05,2.77
22,64,21,35.67,1.1,3.2,1.05,1.78
100,23,61,61.33,5,1.15,3.05,3.07
67,34,97,66.00,3.35,1.7,4.85,3.30
38,83,91,70.67,1.9,4.15,4.55,3.53
15,22,39,25.33,0.75,1.1,1.95,1.27
79,83,33,65.00,3.95,4.15,1.65,3.25
61,55,61,59.00,3.05,2.75,3.05,2.95
66,50,94,70.00,3.3,2.5,4.7,3.50
44,46,85,58.33,2.2,2.3,4.25,2.92
49,81,48,59.33,2.45,4.05,2.4,2.97
85,71,96,84.00,4.25,3.55,4.8,4.20
90,84,16,63.33,4.5,4.2,0.8,3.17
52,36,59,49.00,2.6,1.8,2.95,2.45
50,94,87,77.00,2.5,4.7,4.35,3.85
27,32,60,39.67,1.35,1.6,3,1.98
30,94,26,50.00,1.5,4.7,1.3,2.50
84,66,94,81.33,4.2,3.3,4.7,4.07
98,22,99,73.00,4.9,1.1,4.95,3.65
22,44,76,47.33,1.1,2.2,3.8,2.37
25,93,18,45.33,1.25,4.65,0.9,2.27
68,23,84,58.33,3.4,1.15,4.2,2.92
30,83,23,45.33,1.5,4.15,1.15,2.27
96,81,37,71.33,4.8,4.05,1.85,3.57
40,17,69,42.00,2,0.85,3.45,2.10
97,74,62,77.67,4.85,3.7,3.1,3.88
28,53,39,40.00,1.4,2.65,1.95,2.00
74,54,20,49.33,3.7,2.7,1,2.47
21,81,46,49.33,1.05,4.05,2.3,2.47
17,66,84,55.67,0.85,3.3,4.2,2.78
42,58,36,45.33,2.1,2.9,1.8,2.27
95,99,55,83.00,4.75,4.95,2.75,4.15
40,32,46,39.33,2,1.6,2.3,1.97
59,20,75,51.33,2.95,1,3.75,2.57
21,54,16,30.33,1.05,2.7,0.8,1.52
83,87,55,75.00,4.15,4.35,2.75,3.75
80,98,60,79.33,4,4.9,3,3.97
61,43,45,49.67,3.05,2.15,2.25,2.48
98,41,58,65.67,4.9,2.05,2.9,3.28
37,84,75,65.33,1.85,4.2,3.75,3.27
46,34,85,55.00,2.3,1.7,4.25,2.75
82,57,15,51.33,4.1,2.85,0.75,2.57
15,27,75,39.00,0.75,1.35,3.75,1.95
95,87,49,77.00,4.75,4.35,2.45,3.85
100,37,56,64.33,5,1.85,2.8,3.22
65,42,33,46.67,3.25,2.1,1.65,2.33
96,20,46,54.00,4.8,1,2.3,2.70
92,47,83,74.00,4.6,2.35,4.15,3.70
98,75,71,81.33,4.9,3.75,3.55,4.07
43,62,91,65.33,2.15,3.1,4.55,3.27
85,57,80,74.00,4.25,2.85,4,3.70
79,93,48,73.33,3.95,4.65,2.4,3.67
84,98,98,93.33,4.2,4.9,4.9,4.67
68,81,43,64.00,3.4,4.05,2.15,3.20
28,35,53,38.67,1.4,1.75,2.65,1.93
20,53,90,54.33,1,2.65,4.5,2.72
34,40,92,55.33,1.7,2,4.6,2.77
80,61,51,64.00,4,3.05,2.55,3.20
30,38,95,54.33,1.5,1.9,4.75,2.72
95,17,25,45.67,4.75,0.85,1.25,2.28
70,44,64,59.33,3.5,2.2,3.2,2.97
15,31,75,40.33,0.75,1.55,3.75,2.02
77,47,81,68.33,3.85,2.35,4.05,3.42
52,62,81,65.00,2.6,3.1,4.05,3.25
60,75,30,55.00,3,3.75,1.5,2.75
42,66,56,54.67,2.1,3.3,2.8,2.73
92,16,15,41.00,4.6,0.8,0.75,2.05
61,74,47,60.67,3.05,3.7,2.35,3.03
90,63,35,62.67,4.5,3.15,1.75,3.13
64,16,40,40.00,3.2,0.8,2,2.00
33,67,73,57.67,1.65,3.35,3.65,2.88
65,52,30,49.00,3.25,2.6,1.5,2.45
90,66,87,81.00,4.5,3.3,4.35,4.05
85,80,99,88.00,4.25,4,4.95,4.40
41,43,100,61.33,2.05,2.15,5,3.07
95,55,70,73.33,4.75,2.75,3.5,3.67
99,28,51,59.33,4.95,1.4,2.55,2.97
96,16,97,69.67,4.8,0.8,4.85,3.48
80,37,47,54.67,4,1.85,2.35,2.73
70,51,96,72.33,3.5,2.55,4.8,3.62
23,43,98,54.67,1.15,2.15,4.9,2.73
97,70,38,68.33,4.85,3.5,1.9,3.42
40,96,79,71.67,2,4.8,3.95,3.58
17,20,91,42.67,0.85,1,4.55,2.13
25,45,74,48.00,1.25,2.25,3.7,2.40
62,32,74,56.00,3.1,1.6,3.7,2.80
42,85,60,62.33,2.1,4.25,3,3.12
56,34,91,60.33,2.8,1.7,4.55,3.02
67,89,91,82.33,3.35,4.45,4.55,4.12
36,96,78,70.00,1.8,4.8,3.9,3.50
73,24,28,41.67,3.65,1.2,1.4,2.08
88,77,86,83.67,4.4,3.85,4.3,4.18
37,69,100,68.67,1.85,3.45,5,3.43
23,96,83,67.33,1.15,4.8,4.15,3.37
71,91,74,78.67,3.55,4.55,3.7,3.93
64,42,83,63.00,3.2,2.1,4.15,3.15
41,48,61,50.00,2.05,2.4,3.05,2.50
87,29,80,65.33,4.35,1.45,4,3.27
88,44,36,56.00,4.4,2.2,1.8,2.80
15,44,15,24.67,0.75,2.2,0.75,1.23
91,17,87,65.00,4.55,0.85,4.35,3.25
25,65,37,42.33,1.25,3.25,1.85,2.12
39,81,34,51.33,1.95,4.05,1.7,2.57
66,92,68,75.33,3.3,4.6,3.4,3.77
43,77,15,45.00,2.15,3.85,0.75,2.25
90,94,86,90.00,4.5,4.7,4.3,4.50
79,31,30,46.67,3.95,1.55,1.5,2.33
62,31,93,62.00,3.1,1.55,4.65,3.10
55,92,36,61.00,2.75,4.6,1.8,3.05
75,89,29,64.33,3.75,4.45,1.45,3.22
85,78,37,66.67,4.25,3.9,1.85,3.33
98,33,69,66.67,4.9,1.65,3.45,3.33
52,87,74,71.00,2.6,4.35,3.7,3.55
39,28,92,53.00,1.95,1.4,4.6,2.65
25,37,52,38.00,1.25,1.85,2.6,1.90
40,80,86,68.67,2,4,4.3,3.43
44,17,79,46.67,2.2,0.85,3.95,2.33
68,50,40,52.67,3.4,2.5,2,2.63
74,15,22,37.00,3.7,0.75,1.1,1.85
67,93,44,68.00,3.35,4.65,2.2,3.40
86,67,30,61.00,4.3,3.35,1.5,3.05
88,64,74,75.33,4.4,3.2,3.7,3.77
62,33,76,57.00,3.1,1.65,3.8,2.85
83,45,71,66.33,4.15,2.25,3.55,3.32
93,15,23,43.67,4.65,0.75,1.15,2.18
73,55,64,64.00,3.65,2.75,3.2,3.20
20,24,25,23.00,1,1.2,1.25,1.15
97,37,67,67.00,4.85,1.85,3.35,3.35
100,24,55,59.67,5,1.2,2.75,2.98
52,69,74,65.00,2.6,3.45,3.7,3.25
51,73,21,48.33,2.55,3.65,1.05,2.42
46,55,83,61.33,2.3,2.75,4.15,3.07
26,21,38,28.33,1.3,1.05,1.9,1.42
48,83,50,60.33,2.4,4.15,2.5,3.02
88,19,58,55.00,4.4,0.95,2.9,2.75
24,82,81,62.33,1.2,4.1,4.05,3.12
97,90,92,93.00,4.85,4.5,4.6,4.65
30,79,33,47.33,1.5,3.95,1.65,2.37
54,81,31,55.33,2.7,4.05,1.55,2.77
77,76,65,72.67,3.85,3.8,3.25,3.63
85,73,50,69.33,4.25,3.65,2.5,3.47
85,23,43,50.33,4.25,1.15,2.15,2.52
55,50,88,64.33,2.75,2.5,4.4,3.22
66,78,25,56.33,3.3,3.9,1.25,2.82
71,63,29,54.33,3.55,3.15,1.45,2.72
50,64,56,56.67,2.5,3.2,2.8,2.83
63,41,56,53.33,3.15,2.05,2.8,2.67
53,26,40,39.67,2.65,1.3,2,1.98
97,34,61,64.00,4.85,1.7,3.05,3.20
73,59,39,57.00,3.65,2.95,1.95,2.85
21,30,58,36.33,1.05,1.5,2.9,1.82
26,42,29,32.33,1.3,2.1,1.45,1.62
71,95,58,74.67,3.55,4.75,2.9,3.73
37,15,24,25.33,1.85,0.75,1.2,1.27
80,74,32,62.00,4,3.7,1.6,3.10
32,99,56,62.33,1.6,4.95,2.8,3.12
43,35,91,56.33,2.15,1.75,4.55,2.82
46,87,34,55.67,2.3,4.35,1.7,2.78
79,100,65,81.33,3.95,5,3.25,4.07
97,17,78,64.00,4.85,0.85,3.9,3.20
73,17,76,55.33,3.65,0.85,3.8,2.77
97,83,29,69.67,4.85,4.15,1.45,3.48
82,50,86,72.67,4.1,2.5,4.3,3.63
26,84,62,57.33,1.3,4.2,3.1,2.87
35,18,36,29.67,1.75,0.9,1.8,1.48
29,16,24,23.00,1.45,0.8,1.2,1.15
31,20,49,33.33,1.55,1,2.45,1.67
60,51,75,62.00,3,2.55,3.75,3.10
24,52,35,37.00,1.2,2.6,1.75,1.85
66,75,91,77.33,3.3,3.75,4.55,3.87
46,83,72,67.00,2.3,4.15,3.6,3.35
94,75,30,66.33,4.7,3.75,1.5,3.32
81,43,31,51.67,4.05,2.15,1.55,2.58
99,40,28,55.67,4.95,2,1.4,2.78
18,46,29,31.00,0.9,2.3,1.45,1.55
17,36,76,43.00,0.85,1.8,3.8,2.15
31,24,53,36.00,1.55,1.2,2.65,1.80
68,75,66,69.67,3.4,3.75,3.3,3.48
18,88,56,54.00,0.9,4.4,2.8,2.70
61,21,70,50.67,3.05,1.05,3.5,2.53
71,21,26,39.33,3.55,1.05,1.3,1.97
21,66,47,44.67,1.05,3.3,2.35,2.23
57,100,61,72.67,2.85,5,3.05,3.63
24,64,19,35.67,1.2,3.2,0.95,1.78
83,35,78,65.33,4.15,1.75,3.9,3.27
24,79,58,53.67,1.2,3.95,2.9,2.68
27,64,26,39.00,1.35,3.2,1.3,1.95
94,34,21,49.67,4.7,1.7,1.05,2.48
28,45,63,45.33,1.4,2.25,3.15,2.27
70,50,99,73.00,3.5,2.5,4.95,3.65
55,84,22,53.67,2.75,4.2,1.1,2.68
19,38,64,40.33,0.95,1.9,3.2,2.02
23,91,36,50.00,1.15,4.55,1.8,2.50
83,29,97,69.67,4.15,1.45,4.85,3.48
19,79,19,39.00,0.95,3.95,0.95,1.95
58,55,92,68.33,2.9,2.75,4.6,3.42
50,83,89,74.00,2.5,4.15,4.45,3.70
37,85,16,46.00,1.85,4.25,0.8,2.30
49,79,77,68.33,2.45,3.95,3.85,3.42
22,26,70,39.33,1.1,1.3,3.5,1.97
72,49,43,54.67,3.6,2.45,2.15,2.73
69,37,23,43.00,3.45,1.85,1.15,2.15
44,82,79,68.33,2.2,4.1,3.95,3.42
18,81,39,46.00,0.9,4.05,1.95,2.30
37,37,82,52.00,1.85,1.85,4.1,2.60
88,16,38,47.33,4.4,0.8,1.9,2.37
38,49,69,52.00,1.9,2.45,3.45,2.60
32,84,51,55.67,1.6,4.2,2.55,2.78
41,35,68,48.00,2.05,1.75,3.4,2.40
20,90,98,69.33,1,4.5,4.9,3.47
88,91,43,74.00,4.4,4.55,2.15,3.70
24,22,95,47.00,1.2,1.1,4.75,2.35
37,87,95,73.00,1.85,4.35,4.75,3.65
78,77,83,79.33,3.9,3.85,4.15,3.97
40,41,48,43.00,2,2.05,2.4,2.15
20,56,26,34.00,1,2.8,1.3,1.70
22,67,23,37.33,1.1,3.35,1.15,1.87
50,65,93,69.33,2.5,3.25,4.65,3.47
97,56,16,56.33,4.85,2.8,0.8,2.82
77,79,65,73.67,3.85,3.95,3.25,3.68
55,71,26,50.67,2.75,3.55,1.3,2.53
57,29,85,57.00,2.85,1.45,4.25,2.85
85,60,92,79.00,4.25,3,4.6,3.95
53,68,56,59.00,2.65,3.4,2.8,2.95
46,43,61,50.00,2.3,2.15,3.05,2.50
20,90,17,42.33,1,4.5,0.85,2.12
83,24,91,66.00,4.15,1.2,4.55,3.30
30,69,22,40.33,1.5,3.45,1.1,2.02
77,62,94,77.67,3.85,3.1,4.7,3.88
95,79,88,87.33,4.75,3.95,4.4,4.37
93,97,91,93.67,4.65,4.85,4.55,4.68
33,63,56,50.67,1.65,3.15,2.8,2.53
40,63,71,58.00,2,3.15,3.55,2.90
21,54,80,51.67,1.05,2.7,4,2.58
78,77,94,83.00,3.9,3.85,4.7,4.15
62,52,24,46.00,3.1,2.6,1.2,2.30
83,91,80,84.67,4.15,4.55,4,4.23
79,39,77,65.00,3.95,1.95,3.85,3.25
24,33,100,52.33,1.2,1.65,5,2.62
96,36,77,69.67,4.8,1.8,3.85,3.48
77,64,32,57.67,3.85,3.2,1.6,2.88
39,78,36,51.00,1.95,3.9,1.8,2.55
15,42,93,50.00,0.75,2.1,4.65,2.50
89,41,73,67.67,4.45,2.05,3.65,3.38
40,78,64,60.67,2,3.9,3.2,3.03
31,78,21,43.33,1.55,3.9,1.05,2.17
37,39,53,43.00,1.85,1.95,2.65,2.15
53,84,32,56.33,2.65,4.2,1.6,2.82
75,55,55,61.67,3.75,2.75,2.75,3.08
73,79,43,65.00,3.65,3.95,2.15,3.25
48,27,96,57.00,2.4,1.35,4.8,2.85
43,100,48,63.67,2.15,5,2.4,3.18
69,60,66,65.00,3.45,3,3.3,3.25
36,51,45,44.00,1.8,2.55,2.25,2.20
75,65,80,73.33,3.75,3.25,4,3.67
17,61,54,44.00,0.85,3.05,2.7,2.20
19,82,38,46.33,0.95,4.1,1.9,2.32
84,80,23,62.33,4.2,4,1.15,3.12
79,56,16,50.33,3.95,2.8,0.8,2.52
91,41,53,61.67,4.55,2.05,2.65,3.08
82,20,63,55.00,4.1,1,3.15,2.75
72,51,71,64.67,3.6,2.55,3.55,3.23
45,63,77,61.67,2.25,3.15,3.85,3.08
47,84,75,68.67,2.35,4.2,3.75,3.43
30,44,65,46.33,1.5,2.2,3.25,2.32
87,63,33,61.00,4.35,3.15,1.65,3.05
46,19,69,44.67,2.3,0.95,3.45,2.23
80,51,81,70.67,4,2.55,4.05,3.53
33,30,33,32.00,1.65,1.5,1.65,1.60
17,45,56,39.33,0.85,2.25,2.8,1.97
35,99,40,58.00,1.75,4.95,2,2.90
18,47,34,33.00,0.9,2.35,1.7,1.65
39,80,41,53.33,1.95,4,2.05,2.67
81,19,98,66.00,4.05,0.95,4.9,3.30
97,39,34,56.67,4.85,1.95,1.7,2.83
92,95,20,69.00,4.6,4.75,1,3.45
34,50,71,51.67,1.7,2.5,3.55,2.58
47,60,99,68.67,2.35,3,4.95,3.43
81,99,43,74.33,4.05,4.95,2.15,3.72
51,27,20,32.67,2.55,1.35,1,1.63
93,82,56,77.00,4.65,4.1,2.8,3.85
62,62,73,65.67,3.1,3.1,3.65,3.28
35,56,67,52.67,1.75,2.8,3.35,2.63
74,92,67,77.67,3.7,4.6,3.35,3.88
49,69,94,70.67,2.45,3.45,4.7,3.53
40,33,32,35.00,2,1.65,1.6,1.75
65,17,50,44.00,3.25,0.85,2.5,2.20
57,100,76,77.67,2.85,5,3.8,3.88
76,96,55,75.67,3.8,4.8,2.75,3.78
98,66,50,71.33,4.9,3.3,2.5,3.57
46,71,31,49.33,2.3,3.55,1.55,2.47
25,85,41,50.33,1.25,4.25,2.05,2.52
68,41,34,47.67,3.4,2.05,1.7,2.38
40,23,70,44.33,2,1.15,3.5,2.22
20,77,24,40.33,1,3.85,1.2,2.02
55,89,63,69.00,2.75,4.45,3.15,3.45
32,29,19,26.67,1.6,1.45,0.95,1.33
56,56,26,46.00,2.8,2.8,1.3,2.30
67,45,44,52.00,3.35,2.25,2.2,2.60
31,27,99,52.33,1.55,1.35,4.95,2.62
66,51,41,52.67,3.3,2.55,2.05,2.63
64,16,85,55.00,3.2,0.8,4.25,2.75
24,74,40,46.00,1.2,3.7,2,2.30
33,55,18,35.33,1.65,2.75,0.9,1.77
55,94,26,58.33,2.75,4.7,1.3,2.92
46,30,91,55.67,2.3,1.5,4.55,2.78
69,37,82,62.67,3.45,1.85,4.1,3.13
36,24,40,33.33,1.8,1.2,2,1.67
32,84,85,67.00,1.6,4.2,4.25,3.35
45,80,28,51.00,2.25,4,1.4,2.55
54,62,84,66.67,2.7,3.1,4.2,3.33
29,54,73,52.00,1.45,2.7,3.65,2.60
84,91,15,63.33,4.2,4.55,0.75,3.17
36,99,63,66.00,1.8,4.95,3.15,3.30
82,20,87,63.00,4.1,1,4.35,3.15
34,77,50,53.67,1.7,3.85,2.5,2.68
37,83,84,68.00,1.85,4.15,4.2,3.40
24,96,23,47.67,1.2,4.8,1.15,2.38
74,28,61,54.33,3.7,1.4,3.05,2.72
21,79,58,52.67,1.05,3.95,2.9,2.63
28,15,93,45.33,1.4,0.75,4.65,2.27
21,87,33,47.00,1.05,4.35,1.65,2.35
75,96,38,69.67,3.75,4.8,1.9,3.48
71,73,69,71.00,3.55,3.65,3.45,3.55
25,30,16,23.67,1.25,1.5,0.8,1.18
22,71,59,50.67,1.1,3.55,2.95,2.53
73,42,52,55.67,3.65,2.1,2.6,2.78
42,52,73,55.67,2.1,2.6,3.65,2.78
51,18,32,33.67,2.55,0.9,1.6,1.68
81,48,37,55.33,4.05,2.4,1.85,2.77
18,76,27,40.33,0.9,3.8,1.35,2.02
87,81,91,86.33,4.35,4.05,4.55,4.32
51,97,19,55.67,2.55,4.85,0.95,2.78
20,99,26,48.33,1,4.95,1.3,2.42
72,55,25,50.67,3.6,2.75,1.25,2.53
75,26,34,45.00,3.75,1.3,1.7,2.25
79,80,93,84.00,3.95,4,4.65,4.20
95,24,22,47.00,4.75,1.2,1.1,2.35
93,91,84,89.33,4.65,4.55,4.2,4.47
15,90,29,44.67,0.75,4.5,1.45,2.23
52,43,82,59.00,2.6,2.15,4.1,2.95
76,26,23,41.67,3.8,1.3,1.15,2.08
19,35,37,30.33,0.95,1.75,1.85,1.52
84,48,71,67.67,4.2,2.4,3.55,3.38
43,16,24,27.67,2.15,0.8,1.2,1.38
76,58,16,50.00,3.8,2.9,0.8,2.50
100,63,52,71.67,5,3.15,2.6,3.58
29,41,45,38.33,1.45,2.05,2.25,1.92
81,61,30,57.33,4.05,3.05,1.5,2.87
92,80,92,88.00,4.6,4,4.6,4.40
65,90,74,76.33,3.25,4.5,3.7,3.82
26,37,73,45.33,1.3,1.85,3.65,2.27
45,19,84,49.33,2.25,0.95,4.2,2.47
90,66,80,78.67,4.5,3.3,4,3.93
26,96,32,51.33,1.3,4.8,1.6,2.57
27,51,100,59.33,1.35,2.55,5,2.97
92,98,98,96.00,4.6,4.9,4.9,4.80
79,55,45,59.67,3.95,2.75,2.25,2.98
98,25,19,47.33,4.9,1.25,0.95,2.37
48,98,67,71.00,2.4,4.9,3.35,3.55
26,59,18,34.33,1.3,2.95,0.9,1.72
28,57,97,60.67,1.4,2.85,4.85,3.03
19,25,65,36.33,0.95,1.25,3.25,1.82
88,15,98,67.00,4.4,0.75,4.9,3.35
29,97,74,66.67,1.45,4.85,3.7,3.33
93,91,47,77.00,4.65,4.55,2.35,3.85
96,97,32,75.00,4.8,4.85,1.6,3.75
34,68,80,60.67,1.7,3.4,4,3.03
88,53,50,63.67,4.4,2.65,2.5,3.18
27,75,65,55.67,1.35,3.75,3.25,2.78
94,45,78,72.33,4.7,2.25,3.9,3.62
84,29,99,70.67,4.2,1.45,4.95,3.53
30,42,42,38.00,1.5,2.1,2.1,1.90
95,58,20,57.67,4.75,2.9,1,2.88
25,34,49,36.00,1.25,1.7,2.45,1.80
95,95,95,95.00,4.75,4.75,4.75,4.75
56,18,98,57.33,2.8,0.9,4.9,2.87
62,78,28,56.00,3.1,3.9,1.4,2.80
84,91,77,84.00,4.2,4.55,3.85,4.20
69,60,82,70.33,3.45,3,4.1,3.52
77,17,86,60.00,3.85,0.85,4.3,3.00
45,100,66,70.33,2.25,5,3.3,3.52
71,21,21,37.67,3.55,1.05,1.05,1.88
27,80,63,56.67,1.35,4,3.15,2.83
80,73,98,83.67,4,3.65,4.9,4.18
93,49,91,77.67,4.65,2.45,4.55,3.88
29,40,77,48.67,1.45,2,3.85,2.43
49,97,29,58.33,2.45,4.85,1.45,2.92
54,89,68,70.33,2.7,4.45,3.4,3.52
31,40,44,38.33,1.55,2,2.2,1.92
83,20,25,42.67,4.15,1,1.25,2.13
36,65,61,54.00,1.8,3.25,3.05,2.70
39,68,95,67.33,1.95,3.4,4.75,3.37
87,83,95,88.33,4.35,4.15,4.75,4.42
83,36,57,58.67,4.15,1.8,2.85,2.93
20,99,93,70.67,1,4.95,4.65,3.53
81,72,96,83.00,4.05,3.6,4.8,4.15
39,25,92,52.00,1.95,1.25,4.6,2.60
79,73,25,59.00,3.95,3.65,1.25,2.95
43,24,46,37.67,2.15,1.2,2.3,1.88
37,93,19,49.67,1.85,4.65,0.95,2.48
69,64,71,68.00,3.45,3.2,3.55,3.40
47,49,41,45.67,2.35,2.45,2.05,2.28
87,87,62,78.67,4.35,4.35,3.1,3.93
83,62,69,71.33,4.15,3.1,3.45,3.57
50,52,75,59.00,2.5,2.6,3.75,2.95
45,69,58,57.33,2.25,3.45,2.9,2.87
21,46,53,40.00,1.05,2.3,2.65,2.00
80,33,87,66.67,4,1.65,4.35,3.33
61,34,54,49.67,3.05,1.7,2.7,2.48
64,79,21,54.67,3.2,3.95,1.05,2.73
93,17,76,62.00,4.65,0.85,3.8,3.10
16,74,67,52.33,0.8,3.7,3.35,2.62
54,97,72,74.33,2.7,4.85,3.6,3.72
19,70,85,58.00,0.95,3.5,4.25,2.90
71,88,87,82.00,3.55,4.4,4.35,4.10
59,72,46,59.00,2.95,3.6,2.3,2.95
78,72,84,78.00,3.9,3.6,4.2,3.90
35,67,17,39.67,1.75,3.35,0.85,1.98
64,60,44,56.00,3.2,3,2.2,2.80
99,23,74,65.33,4.95,1.15,3.7,3.27
23,32,28,27.67,1.15,1.6,1.4,1.38
23,50,70,47.67,1.15,2.5,3.5,2.38
65,28,98,63.67,3.25,1.4,4.9,3.18
99,76,35,70.00,4.95,3.8,1.75,3.50
15,52,16,27.67,0.75,2.6,0.8,1.38
88,58,76,74.00,4.4,2.9,3.8,3.70
71,78,61,70.00,3.55,3.9,3.05,3.50
47,52,55,51.33,2.35,2.6,2.75,2.57
96,60,28,61.33,4.8,3,1.4,3.07
96,100,54,83.33,4.8,5,2.7,4.17
43,30,24,32.33,2.15,1.5,1.2,1.62
25,62,55,47.33,1.25,3.1,2.75,2.37
16,53,62,43.67,0.8,2.65,3.1,2.18
23,31,63,39.00,1.15,1.55,3.15,1.95
99,64,76,79.67,4.95,3.2,3.8,3.98
43,35,68,48.67,2.15,1.75,3.4,2.43
72,18,56,48.67,3.6,0.9,2.8,2.43
91,28,55,58.00,4.55,1.4,2.75,2.90
26,95,32,51.00,1.3,4.75,1.6,2.55
37,26,67,43.33,1.85,1.3,3.35,2.17
99,73,86,86.00,4.95,3.65,4.3,4.30
61,98,56,71.67,3.05,4.9,2.8,3.58
77,47,66,63.33,3.85,2.35,3.3,3.17
84,19,81,61.33,4.2,0.95,4.05,3.07
23,85,33,47.00,1.15,4.25,1.65,2.35
21,35,35,30.33,1.05,1.75,1.75,1.52
85,26,55,55.33,4.25,1.3,2.75,2.77
49,36,37,40.67,2.45,1.8,1.85,2.03
23,39,58,40.00,1.15,1.95,2.9,2.00
89,21,44,51.33,4.45,1.05,2.2,2.57
66,97,89,84.00,3.3,4.85,4.45,4.20
22,33,69,41.33,1.1,1.65,3.45,2.07
28,19,35,27.33,1.4,0.95,1.75,1.37
31,28,31,30.00,1.55,1.4,1.55,1.50
79,24,37,46.67,3.95,1.2,1.85,2.33
24,55,87,55.33,1.2,2.75,4.35,2.77
100,27,30,52.33,5,1.35,1.5,2.62
34,61,58,51.00,1.7,3.05,2.9,2.55
26,96,96,72.67,1.3,4.8,4.8,3.63
45,55,32,44.00,2.25,2.75,1.6,2.20
66,88,78,77.33,3.3,4.4,3.9,3.87
41,96,33,56.67,2.05,4.8,1.65,2.83
92,92,63,82.33,4.6,4.6,3.15,4.12
72,49,87,69.33,3.6,2.45,4.35,3.47
42,24,68,44.67,2.1,1.2,3.4,2.23
43,35,89,55.67,2.15,1.75,4.45,2.78
88,51,30,56.33,4.4,2.55,1.5,2.82
100,70,63,77.67,5,3.5,3.15,3.88
81,57,64,67.33,4.05,2.85,3.2,3.37
80,24,90,64.67,4,1.2,4.5,3.23
17,38,58,37.67,0.85,1.9,2.9,1.88
98,69,42,69.67,4.9,3.45,2.1,3.48
68,51,98,72.33,3.4,2.55,4.9,3.62
35,77,21,44.33,1.75,3.85,1.05,2.22
99,18,73,63.33,4.95,0.9,3.65,3.17
80,59,34,57.67,4,2.95,1.7,2.88
94,68,100,87.33,4.7,3.4,5,4.37
45,17,95,52.33,2.25,0.85,4.75,2.62
33,75,97,68.33,1.65,3.75,4.85,3.42
86,69,20,58.33,4.3,3.45,1,2.92
26,40,87,51.00,1.3,2,4.35,2.55
24,30,54,36.00,1.2,1.5,2.7,1.80
63,64,44,57.00,3.15,3.2,2.2,2.85
66,37,85,62.67,3.3,1.85,4.25,3.13
16,20,28,21.33,0.8,1,1.4,1.07
32,84,67,61.00,1.6,4.2,3.35,3.05
55,85,77,72.33,2.75,4.25,3.85,3.62
71,83,23,59.00,3.55,4.15,1.15,2.95
19,34,87,46.67,0.95,1.7,4.35,2.33
45,45,31,40.33,2.25,2.25,1.55,2.02
60,15,52,42.33,3,0.75,2.6,2.12
70,45,16,43.67,3.5,2.25,0.8,2.18
67,66,34,55.67,3.35,3.3,1.7,2.78
20,65,54,46.33,1,3.25,2.7,2.32
